DD MM YY London Bristol Liverpool Manchester Newcastle Birmingham Sheffield
23 05 86 178 31 18 91 10  45  24
30 05 86 136 15  2 44  3  37  13
06 06 86 139  9 11 50  3  43   6
13 06 86 182 34 13 56  7  32  40
20 06 86 120 19  6 47  5  42   9
27 06 86 116 23 11 18  3  40  20
04 07 86 114 15 13 28  1  36  21
11 07 86 110 27  9 25  3  28   9
18 07 86 109 15  7  7  0  21  18
25 07 86  77 25  9 22  1  18   8
01 08 86  86  6 14 22  1  28  15
08 08 86  91 10  5 21  1  24   9
15 08 86  64 14  8 15  1  22  22
22 08 86  54  4 10 18  3  22  14
29 08 86  31  7  3  7  1  14  10
05 09 86  52  5  7  7  0   6  11
12 09 86  43  0  3  4  1  13  10
19 09 86  43  2  6  2  2   7  10
26 09 86  36  4  4 10  1  12  11
03 10 86  30  2  4  8  1   8   5
10 10 86  45  2 10  8  0  10   9
17 10 86  35  3  6  3  1  17   7
24 10 86  50  1  2  6  2  12   6
31 10 86  58  2  1  7  1   9   4
07 11 86  63  3  7  6  1  14   4
14 11 86  39  1  8  1  1  19   5
21 11 86  53  9  3  6  2   9   7
28 11 86  61  2  2  2  1  12   7
05 12 86  56  0  9  4  3  25   8
12 12 86  44  4  9  2  4  18   1
19 12 86  48  2  4  7  1  18   4
26 12 86  33  0  5  0  0   0   4
02 01 87  35  1  9  2  0  41   5
09 01 87  87  3 23 10  2  25   8
16 01 87  76  1  7  3  0  11   5
23 01 87  73  1  6  3  1  12   6
30 01 87  74  2 10  7  0  21   5
06 02 87  80  4 13  0  1  13   3
13 02 87  73  5  5  1  2  13   3
20 02 87  77  0  6  7  2  19  10
27 02 87  81  6 12  6  1  11   3
06 03 87  73  5  8  2  2  23   4
13 03 87  81  5 13  1  1  13   3
20 03 87  77  4  7  5  0  15   4
27 03 87  96  2  9  6  2  16   6
03 04 87 141  3  6  3  2  15   4
10 04 87 116 12 18  6  6  18  12
17 04 87 162  9 10  5  5  16   9
24 04 87 108  6 12  5  2  17   9
01 05 87 121  8 15  7  1  14  17
08 05 87  67  7  9  4  1  12  16
15 05 87 106  7  9  8  0  13   9
22 05 87  70 14  8  3  3  19   9
29 05 87  80  4 10  5  0  11   7
05 06 87 128  7 15  3  1  28   7
12 06 87  71 16 19 10  1  19   8
19 06 87 109  5 12  2  7  19   4
26 06 87  91  8  6  9  7  11   5
03 07 87 103 16  7 11  4  24  14
10 07 87 125  6 11  2  9  29   6
17 07 87  86 10 12  8 16  39   5
24 07 87  89  3 12  4 11  36   4
31 07 87  83  9 19  4  6  22   5
07 08 87  76  5 11  2  7  24  16
14 08 87  91  6 16  5  4  27   6
21 08 87  68  6  9  6  9  42   2
28 08 87  41  1 12  5 13  26   5
04 09 87  42  4  6  4  1  21   3
11 09 87  43  6  9  2  0  25   1
18 09 87  41  6  2  0  7  19   0
25 09 87  55  2  0  3  0  22   3
02 10 87  53  1  7  4  1  26   4
09 10 87  44 11  1  1  0  33   1
16 10 87  34  2  4  5  2  43   5
23 10 87  45  3  8  5  4  50   3
30 10 87  68  4  2 12  8  57   5
06 11 87  52  9  3 10  4  50   1
13 11 87  53  9 11 16  1  70   0
20 11 87  77 10 13  4  1  65   3
27 11 87  84  5 25 13  3  60   1
04 12 87  82 16  7  9  4  53   5
11 12 87  95 26 12 14  0  68   2
